household_id,person_id,age,age_group,gender,race_ethnicity,race_ethnicity_hispanic,license,employment_status,work_x_coord,work_y_coord,work_bmc_taz,student_status,area_type,home_state_county_fips,home_x_coord,home_y_coord,home_type,home_ownership,hhsize,numstudents,numworkers,numvehicle,hh_income_detailed,tripid-trip1,tripid-trip2,tripid-trip3,tripid-trip4,tripid-trip5,tripid-trip6,tripid-trip7,tripid-trip8,tripid-trip9,tripid-trip10,tripid-trip11,tripid-trip12,o_activity-trip1,o_activity-trip2,o_activity-trip3,o_activity-trip4,o_activity-trip5,o_activity-trip6,o_activity-trip7,o_activity-trip8,o_activity-trip9,o_activity-trip10,o_activity-trip11,o_activity-trip12,o_state_county_fips-trip1,o_state_county_fips-trip2,o_state_county_fips-trip3,o_state_county_fips-trip4,o_state_county_fips-trip5,o_state_county_fips-trip6,o_state_county_fips-trip7,o_state_county_fips-trip8,o_state_county_fips-trip9,o_state_county_fips-trip10,o_state_county_fips-trip11,o_state_county_fips-trip12,o_trip_x_coord-trip1,o_trip_x_coord-trip2,o_trip_x_coord-trip3,o_trip_x_coord-trip4,o_trip_x_coord-trip5,o_trip_x_coord-trip6,o_trip_x_coord-trip7,o_trip_x_coord-trip8,o_trip_x_coord-trip9,o_trip_x_coord-trip10,o_trip_x_coord-trip11,o_trip_x_coord-trip12,o_trip_y_coord-trip1,o_trip_y_coord-trip2,o_trip_y_coord-trip3,o_trip_y_coord-trip4,o_trip_y_coord-trip5,o_trip_y_coord-trip6,o_trip_y_coord-trip7,o_trip_y_coord-trip8,o_trip_y_coord-trip9,o_trip_y_coord-trip10,o_trip_y_coord-trip11,o_trip_y_coord-trip12,o_bmc_taz-trip1,o_bmc_taz-trip2,o_bmc_taz-trip3,o_bmc_taz-trip4,o_bmc_taz-trip5,o_bmc_taz-trip6,o_bmc_taz-trip7,o_bmc_taz-trip8,o_bmc_taz-trip9,o_bmc_taz-trip10,o_bmc_taz-trip11,o_bmc_taz-trip12,d_activity-trip1,d_activity-trip2,d_activity-trip3,d_activity-trip4,d_activity-trip5,d_activity-trip6,d_activity-trip7,d_activity-trip8,d_activity-trip9,d_activity-trip10,d_activity-trip11,d_activity-trip12,d_state_county_fips-trip1,d_state_county_fips-trip2,d_state_county_fips-trip3,d_state_county_fips-trip4,d_state_county_fips-trip5,d_state_county_fips-trip6,d_state_county_fips-trip7,d_state_county_fips-trip8,d_state_county_fips-trip9,d_state_county_fips-trip10,d_state_county_fips-trip11,d_state_county_fips-trip12,d_trip_x_coord-trip1,d_trip_x_coord-trip2,d_trip_x_coord-trip3,d_trip_x_coord-trip4,d_trip_x_coord-trip5,d_trip_x_coord-trip6,d_trip_x_coord-trip7,d_trip_x_coord-trip8,d_trip_x_coord-trip9,d_trip_x_coord-trip10,d_trip_x_coord-trip11,d_trip_x_coord-trip12,d_trip_y_coord-trip1,d_trip_y_coord-trip2,d_trip_y_coord-trip3,d_trip_y_coord-trip4,d_trip_y_coord-trip5,d_trip_y_coord-trip6,d_trip_y_coord-trip7,d_trip_y_coord-trip8,d_trip_y_coord-trip9,d_trip_y_coord-trip10,d_trip_y_coord-trip11,d_trip_y_coord-trip12,d_bmc_taz-trip1,d_bmc_taz-trip2,d_bmc_taz-trip3,d_bmc_taz-trip4,d_bmc_taz-trip5,d_bmc_taz-trip6,d_bmc_taz-trip7,d_bmc_taz-trip8,d_bmc_taz-trip9,d_bmc_taz-trip10,d_bmc_taz-trip11,d_bmc_taz-trip12,departure_time_hhmm-trip1,departure_time_hhmm-trip2,departure_time_hhmm-trip3,departure_time_hhmm-trip4,departure_time_hhmm-trip5,departure_time_hhmm-trip6,departure_time_hhmm-trip7,departure_time_hhmm-trip8,departure_time_hhmm-trip9,departure_time_hhmm-trip10,departure_time_hhmm-trip11,departure_time_hhmm-trip12,arrival_time_hhmm-trip1,arrival_time_hhmm-trip2,arrival_time_hhmm-trip3,arrival_time_hhmm-trip4,arrival_time_hhmm-trip5,arrival_time_hhmm-trip6,arrival_time_hhmm-trip7,arrival_time_hhmm-trip8,arrival_time_hhmm-trip9,arrival_time_hhmm-trip10,arrival_time_hhmm-trip11,arrival_time_hhmm-trip12,travel_mode-trip1,travel_mode-trip2,travel_mode-trip3,travel_mode-trip4,travel_mode-trip5,travel_mode-trip6,travel_mode-trip7,travel_mode-trip8,travel_mode-trip9,travel_mode-trip10,travel_mode-trip11,travel_mode-trip12,reported_travel_time-trip1,reported_travel_time-trip2,reported_travel_time-trip3,reported_travel_time-trip4,reported_travel_time-trip5,reported_travel_time-trip6,reported_travel_time-trip7,reported_travel_time-trip8,reported_travel_time-trip9,reported_travel_time-trip10,reported_travel_time-trip11,reported_travel_time-trip12,staying_time-trip1,staying_time-trip2,staying_time-trip3,staying_time-trip4,staying_time-trip5,staying_time-trip6,staying_time-trip7,staying_time-trip8,staying_time-trip9,staying_time-trip10,staying_time-trip11,staying_time-trip12
140015544,14001554402,48.0,6.0,2.0,1.0,2.0,1.0,0.0,-76.764547,39.227708,1346.0,0.0,11,24027,-76.822441,39.14001,1.0,1.0,2,0,2,2,7.0,1400155440201.0,1400155440202.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,24027,24027,,,,,,,,,,,-76.822441,-76.764547,,,,,,,,,,,39.14001,39.227708,,,,,,,,,,,1387.0,1346.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,24027,24027,,,,,,,,,,,-76.764547,-76.822441,,,,,,,,,,,39.227708,39.14001,,,,,,,,,,,1346.0,1387.0,,,,,,,,,,,730.0,1630.0,,,,,,,,,,,800.0,1700.0,,,,,,,,,,,4.0,4.0,,,,,,,,,,,30.0,30.0,,,,,,,,,,,510.0,0.0,,,,,,,,,,
140015545,14001554501,69.0,7.0,1.0,1.0,2.0,1.0,0.0,-77.197501,39.103571,2128.0,0.0,11,24027,-76.824891,39.1455,2.0,2.0,3,1,2,2,6.0,1400155450101.0,,,,,,,,,,,,1.0,,,,,,,,,,,,24027,,,,,,,,,,,,-76.824891,,,,,,,,,,,,39.1455,,,,,,,,,,,,1387.0,,,,,,,,,,,,14.0,,,,,,,,,,,,24047,,,,,,,,,,,,-75.060024,,,,,,,,,,,,38.400153,,,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,1130.0,,,,,,,,,,,,4.0,,,,,,,,,,,,150.0,,,,,,,,,,,,0.0,,,,,,,,,,,
140015545,14001554502,46.0,6.0,2.0,1.0,2.0,1.0,0.0,-76.792652,39.183117,1324.0,0.0,11,24027,-76.824891,39.1455,2.0,2.0,3,1,2,2,6.0,1400155450201.0,1400155450202.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,24027,24027,,,,,,,,,,,-76.824891,-76.792652,,,,,,,,,,,39.1455,39.183117,,,,,,,,,,,1387.0,1324.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,24027,24027,,,,,,,,,,,-76.792652,-76.824891,,,,,,,,,,,39.183117,39.1455,,,,,,,,,,,1324.0,1387.0,,,,,,,,,,,800.0,1800.0,,,,,,,,,,,830.0,1815.0,,,,,,,,,,,4.0,4.0,,,,,,,,,,,30.0,15.0,,,,,,,,,,,570.0,0.0,,,,,,,,,,
140015545,14001554503,11.0,2.0,1.0,1.0,2.0,,,,,,1.0,11,24027,-76.824891,39.1455,2.0,2.0,3,1,2,2,6.0,1400155450301.0,,,,,,,,,,,,1.0,,,,,,,,,,,,24027,,,,,,,,,,,,-76.824891,,,,,,,,,,,,39.1455,,,,,,,,,,,,1387.0,,,,,,,,,,,,14.0,,,,,,,,,,,,24047,,,,,,,,,,,,-75.060024,,,,,,,,,,,,38.400153,,,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,1130.0,,,,,,,,,,,,5.0,,,,,,,,,,,,150.0,,,,,,,,,,,,0.0,,,,,,,,,,,
140015560,14001556001,26.0,5.0,1.0,1.0,2.0,1.0,0.0,,,,0.0,11,24027,-76.823561,39.14563,2.0,1.0,2,0,2,2,7.0,1400155600101.0,1400155600102.0,1400155600103.0,,,,,,,,,,2.0,2.0,13.0,,,,,,,,,,51153,51153,24027,,,,,,,,,,-77.606797,-77.600906,-76.812339,,,,,,,,,,38.796814,38.795599,39.177451,,,,,,,,,,,,1320.0,,,,,,,,,,2.0,13.0,1.0,,,,,,,,,,51153,24027,24027,,,,,,,,,,-77.600906,-76.812339,-76.823561,,,,,,,,,,38.795599,39.177451,39.14563,,,,,,,,,,,1320.0,1387.0,,,,,,,,,,804.0,1535.0,1923.0,,,,,,,,,,811.0,1816.0,1934.0,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,7.0,161.0,11.0,,,,,,,,,,444.0,67.0,0.0,,,,,,,,,
140015560,14001556002,26.0,5.0,2.0,1.0,2.0,1.0,0.0,-76.939504,38.986677,2316.0,0.0,11,24027,-76.823561,39.14563,2.0,1.0,2,0,2,2,7.0,1400155600201.0,1400155600202.0,1400155600203.0,1400155600204.0,,,,,,,,,1.0,2.0,1.0,13.0,,,,,,,,,24027,24033,24027,24027,,,,,,,,,-76.823561,-76.939504,-76.823561,-76.812339,,,,,,,,,39.14563,38.986677,39.14563,39.177451,,,,,,,,,1387.0,2316.0,1387.0,1320.0,,,,,,,,,2.0,1.0,13.0,1.0,,,,,,,,,24033,24027,24027,24027,,,,,,,,,-76.939504,-76.823561,-76.812339,-76.823561,,,,,,,,,38.986677,39.14563,39.177451,39.14563,,,,,,,,,2316.0,1387.0,1320.0,1387.0,,,,,,,,,636.0,1545.0,1643.0,1923.0,,,,,,,,,715.0,1618.0,1753.0,1934.0,,,,,,,,,4.0,4.0,4.0,4.0,,,,,,,,,39.0,33.0,70.0,11.0,,,,,,,,,510.0,25.0,90.0,0.0,,,,,,,,
140015572,14001557201,59.0,6.0,1.0,1.0,2.0,1.0,0.0,-76.630351,39.299712,190.0,0.0,11,24027,-76.817702,39.140681,2.0,1.0,3,1,2,3,7.0,1400155720101.0,1400155720102.0,1400155720103.0,1400155720104.0,1400155720105.0,1400155720106.0,1400155720107.0,1400155720108.0,1400155720109.0,1400155720110.0,,,1.0,5.0,2.0,1.0,5.0,1.0,14.0,1.0,11.0,18.0,,,24027,24027,24510,24027,24027,24027,24027,24027,24005,24027,,,-76.817702,-76.815514,-76.630351,-76.817702,-76.821549,-76.817702,-76.853467,-76.817702,-76.413281,-76.821689,,,39.140681,39.136212,39.299712,39.140681,39.130293,39.140681,39.138354,39.140681,39.334473,39.137889,,,1387.0,1387.0,190.0,1387.0,1372.0,1387.0,1369.0,1387.0,916.0,1387.0,,,5.0,2.0,1.0,5.0,1.0,14.0,1.0,11.0,18.0,1.0,,,24027,24510,24027,24027,24027,24027,24027,24005,24027,24027,,,-76.815514,-76.630351,-76.817702,-76.821549,-76.817702,-76.853467,-76.817702,-76.413281,-76.821689,-76.817702,,,39.136212,39.299712,39.140681,39.130293,39.140681,39.138354,39.140681,39.334473,39.137889,39.140681,,,1387.0,190.0,1387.0,1372.0,1387.0,1369.0,1387.0,916.0,1387.0,1387.0,,,704.0,708.0,1449.0,1504.0,1517.0,1831.0,1856.0,1941.0,2210.0,2256.0,,,707.0,726.0,1503.0,1516.0,1525.0,1838.0,1904.0,2024.0,2249.0,2304.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,18.0,14.0,11.0,8.0,7.0,8.0,43.0,39.0,7.0,,,1.0,443.0,1.0,1.0,186.0,18.0,37.0,106.0,7.0,0.0,,
140015572,14001557202,18.0,5.0,2.0,6.0,2.0,1.0,0.0,-76.821549,39.130293,1372.0,1.0,11,24027,-76.817702,39.140681,2.0,1.0,3,1,2,3,7.0,1400155720201.0,1400155720202.0,1400155720203.0,1400155720204.0,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,24027,24510,24027,24027,,,,,,,,,-76.817702,-76.614826,-76.817702,-76.821549,,,,,,,,,39.140681,39.290113,39.140681,39.130293,,,,,,,,,1387.0,202.0,1387.0,1372.0,,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,24510,24027,24027,24027,,,,,,,,,-76.614826,-76.817702,-76.821549,-76.817702,,,,,,,,,39.290113,39.140681,39.130293,39.140681,,,,,,,,,202.0,1387.0,1372.0,1387.0,,,,,,,,,1220.0,1705.0,1755.0,2200.0,,,,,,,,,1255.0,1745.0,1800.0,2210.0,,,,,,,,,4.0,4.0,4.0,4.0,,,,,,,,,35.0,40.0,5.0,10.0,,,,,,,,,250.0,10.0,240.0,0.0,,,,,,,,
140015572,14001557203,25.0,5.0,2.0,1.0,2.0,1.0,5.0,,,,0.0,11,24027,-76.817702,39.140681,2.0,1.0,3,1,2,3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140015578,14001557801,44.0,5.0,1.0,1.0,1.0,1.0,0.0,-76.960728,39.094917,1981.0,0.0,12,24027,-76.845711,39.11597,1.0,1.0,2,0,2,2,6.0,1400155780101.0,1400155780102.0,1400155780103.0,1400155780104.0,1400155780105.0,1400155780106.0,1400155780107.0,1400155780108.0,,,,,1.0,12.0,7.0,2.0,5.0,7.0,14.0,7.0,,,,,24027,24033,24027,24031,24027,24027,24027,24033,,,,,-76.845711,-76.899071,-76.845711,-76.960728,-76.845711,-76.818611,-76.813013,-76.845594,,,,,39.11597,39.100386,39.11597,39.094917,39.11597,39.194477,39.174378,39.101521,,,,,1378.0,2260.0,1378.0,1981.0,1378.0,1322.0,1320.0,2609.0,,,,,12.0,7.0,2.0,5.0,7.0,14.0,7.0,1.0,,,,,24033,24027,24031,24027,24027,24027,24033,24027,,,,,-76.899071,-76.845711,-76.960728,-76.845711,-76.818611,-76.813013,-76.845594,-76.845711,,,,,39.100386,39.11597,39.094917,39.11597,39.194477,39.174378,39.101521,39.11597,,,,,2260.0,1378.0,1981.0,1378.0,1322.0,1320.0,2609.0,1378.0,,,,,905.0,1155.0,1300.0,1720.0,1915.0,2020.0,2200.0,2330.0,,,,,910.0,1205.0,1320.0,1740.0,1940.0,2030.0,2225.0,2340.0,,,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,,,5.0,10.0,20.0,20.0,25.0,10.0,25.0,10.0,,,,,165.0,55.0,240.0,95.0,40.0,90.0,65.0,0.0,,,,
140015578,14001557802,39.0,5.0,2.0,,1.0,1.0,0.0,,,,0.0,12,24027,-76.845711,39.11597,1.0,1.0,2,0,2,2,6.0,1400155780201.0,1400155780202.0,1400155780203.0,1400155780204.0,1400155780205.0,1400155780206.0,,,,,,,2.0,16.0,2.0,7.0,14.0,7.0,,,,,,,24027,24033,24027,24027,24027,24033,,,,,,,-76.845711,-76.94261,-76.845711,-76.818611,-76.813013,-76.845594,,,,,,,39.11597,38.980297,39.11597,39.194477,39.174378,39.101521,,,,,,,1378.0,2380.0,1378.0,1322.0,1320.0,2609.0,,,,,,,16.0,2.0,7.0,14.0,7.0,1.0,,,,,,,24033,24027,24027,24027,24033,24027,,,,,,,-76.94261,-76.845711,-76.818611,-76.813013,-76.845594,-76.845711,,,,,,,38.980297,39.11597,39.194477,39.174378,39.101521,39.11597,,,,,,,2380.0,1378.0,1322.0,1320.0,2609.0,1378.0,,,,,,,1500.0,1535.0,1915.0,2020.0,2200.0,2330.0,,,,,,,1530.0,1605.0,1940.0,2030.0,2225.0,2340.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,30.0,30.0,25.0,10.0,25.0,10.0,,,,,,,5.0,190.0,40.0,90.0,65.0,0.0,,,,,,
140015608,14001560801,76.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,12,24027,-76.846051,39.11847,3.0,1.0,1,0,0,1,3.0,1400156080101.0,1400156080102.0,1400156080103.0,,,,,,,,,,1.0,9.0,11.0,,,,,,,,,,24027,24027,24027,,,,,,,,,,-76.846051,-76.883491,-76.843788,,,,,,,,,,39.11847,39.211793,39.119175,,,,,,,,,,1378.0,1301.0,1376.0,,,,,,,,,,9.0,11.0,1.0,,,,,,,,,,24027,24027,24027,,,,,,,,,,-76.883491,-76.843788,-76.846051,,,,,,,,,,39.211793,39.119175,39.11847,,,,,,,,,,1301.0,1376.0,1378.0,,,,,,,,,,1215.0,1400.0,1530.0,,,,,,,,,,1245.0,1430.0,1540.0,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,30.0,30.0,10.0,,,,,,,,,,75.0,60.0,0.0,,,,,,,,,
140015622,14001562201,68.0,7.0,2.0,1.0,2.0,1.0,1.0,,,,0.0,10,24029,-75.850101,39.3564,1.0,1.0,2,0,0,2,6.0,1400156220101.0,1400156220102.0,1400156220103.0,1400156220104.0,1400156220105.0,1400156220106.0,,,,,,,1.0,11.0,16.0,10.0,1.0,18.0,,,,,,,24029,24015,24015,24029,24029,24029,,,,,,,-75.850101,-75.868402,-75.864577,-75.879368,-75.850101,-75.881781,,,,,,,39.3564,39.402457,39.402713,39.341571,39.3564,39.341257,,,,,,,,,,,,,,,,,,,11.0,16.0,10.0,1.0,18.0,1.0,,,,,,,24015,24015,24029,24029,24029,24029,,,,,,,-75.868402,-75.864577,-75.879368,-75.850101,-75.881781,-75.850101,,,,,,,39.402457,39.402713,39.341571,39.3564,39.341257,39.3564,,,,,,,,,,,,,,,,,,,940.0,1105.0,1120.0,1150.0,1810.0,1915.0,,,,,,,1002.0,1110.0,1128.0,1220.0,1820.0,1920.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,22.0,5.0,8.0,30.0,10.0,5.0,,,,,,,63.0,10.0,22.0,350.0,55.0,0.0,,,,,,
140015622,14001562202,68.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,10,24029,-75.850101,39.3564,1.0,1.0,2,0,0,2,6.0,1400156220201.0,1400156220202.0,1400156220203.0,1400156220204.0,1400156220205.0,1400156220206.0,,,,,,,1.0,5.0,5.0,5.0,1.0,12.0,,,,,,,24029,10003,10003,10003,24029,24029,,,,,,,-75.850101,-75.737887,-75.723329,-75.755273,-75.850101,-75.881781,,,,,,,39.3564,39.446333,39.45166,39.436856,39.3564,39.341257,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,1.0,12.0,1.0,,,,,,,10003,10003,10003,24029,24029,24029,,,,,,,-75.737887,-75.723329,-75.755273,-75.850101,-75.881781,-75.850101,,,,,,,39.446333,39.45166,39.436856,39.3564,39.341257,39.3564,,,,,,,,,,,,,,,,,,,1210.0,1350.0,1430.0,1445.0,1810.0,1915.0,,,,,,,1230.0,1355.0,1440.0,1502.0,1820.0,1920.0,,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,,,,,,,20.0,5.0,10.0,17.0,10.0,5.0,,,,,,,80.0,35.0,5.0,188.0,55.0,0.0,,,,,,
140015630,14001563001,70.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,10,24029,-75.844771,39.2601,1.0,1.0,1,0,0,1,,1400156300101.0,1400156300102.0,1400156300103.0,,,,,,,,,,1.0,11.0,1.0,,,,,,,,,,24029,24035,24029,,,,,,,,,,-75.844771,-75.850221,-75.844771,,,,,,,,,,39.2601,39.233311,39.2601,,,,,,,,,,,1396.0,,,,,,,,,,,11.0,1.0,1.0,,,,,,,,,,24035,24029,24029,,,,,,,,,,-75.850221,-75.844771,-75.844775,,,,,,,,,,39.233311,39.2601,39.260108,,,,,,,,,,1396.0,,,,,,,,,,,,1315.0,1345.0,1741.0,,,,,,,,,,1324.0,1355.0,1742.0,,,,,,,,,,4.0,4.0,1.0,,,,,,,,,,9.0,10.0,1.0,,,,,,,,,,21.0,226.0,0.0,,,,,,,,,
140015633,14001563301,71.0,7.0,2.0,1.0,2.0,1.0,1.0,,,,0.0,10,24029,-75.973831,39.36119,1.0,1.0,2,0,0,2,8.0,1400156330101.0,1400156330102.0,1400156330103.0,,,,,,,,,,1.0,5.0,7.0,,,,,,,,,,24029,10003,24015,,,,,,,,,,-75.973831,-75.731319,-75.812768,,,,,,,,,,39.36119,39.448101,39.530292,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,1.0,,,,,,,,,,10003,24015,24029,,,,,,,,,,-75.731319,-75.812768,-75.973831,,,,,,,,,,39.448101,39.530292,39.36119,,,,,,,,,,,,,,,,,,,,,,1645.0,1725.0,2000.0,,,,,,,,,,1715.0,1745.0,2030.0,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,30.0,20.0,30.0,,,,,,,,,,10.0,135.0,0.0,,,,,,,,,
140015633,14001563302,70.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,10,24029,-75.973831,39.36119,1.0,1.0,2,0,0,2,8.0,1400156330201.0,1400156330202.0,1400156330203.0,1400156330204.0,1400156330205.0,,,,,,,,1.0,10.0,1.0,5.0,7.0,,,,,,,,24029,24029,24029,10003,24015,,,,,,,,-75.973831,-76.059867,-75.973831,-75.731319,-75.812768,,,,,,,,39.36119,39.337089,39.36119,39.448101,39.530292,,,,,,,,,,,,,,,,,,,,10.0,1.0,5.0,7.0,1.0,,,,,,,,24029,24029,10003,24015,24029,,,,,,,,-76.059867,-75.973831,-75.731319,-75.812768,-75.973831,,,,,,,,39.337089,39.36119,39.448101,39.530292,39.36119,,,,,,,,,,,,,,,,,,,,1345.0,1420.0,1645.0,1725.0,2000.0,,,,,,,,1400.0,1435.0,1715.0,1745.0,2030.0,,,,,,,,4.0,4.0,5.0,5.0,5.0,,,,,,,,15.0,15.0,30.0,20.0,30.0,,,,,,,,20.0,130.0,10.0,135.0,0.0,,,,,,,
140015641,14001564101,82.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,10,24029,-76.095441,39.32568,1.0,1.0,1,0,0,1,5.0,1400156410101.0,1400156410102.0,1400156410103.0,1400156410104.0,1400156410105.0,1400156410106.0,,,,,,,1.0,10.0,3.0,7.0,14.0,5.0,,,,,,,24029,24029,24029,24029,24029,24029,,,,,,,-76.095441,-76.09413,-76.06008,-76.06993,-76.06008,-76.070377,,,,,,,39.32568,39.28076,39.224686,39.224652,39.224686,39.229922,,,,,,,,,,,,,,,,,,,10.0,3.0,7.0,14.0,5.0,1.0,,,,,,,24029,24029,24029,24029,24029,24029,,,,,,,-76.09413,-76.06008,-76.06993,-76.06008,-76.070377,-76.095441,,,,,,,39.28076,39.224686,39.224652,39.224686,39.229922,39.32568,,,,,,,,,,,,,,,,,,,930.0,944.0,1144.0,1255.0,1627.0,1700.0,,,,,,,940.0,955.0,1155.0,1305.0,1635.0,1718.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,10.0,11.0,11.0,10.0,8.0,18.0,,,,,,,4.0,109.0,60.0,202.0,25.0,0.0,,,,,,
140015644,14001564401,46.0,6.0,1.0,1.0,2.0,1.0,0.0,-76.06625,39.045521,1393.0,0.0,10,24029,-76.071071,39.32201,1.0,1.0,2,0,2,4,6.0,1400156440101.0,1400156440102.0,1400156440103.0,1400156440104.0,1400156440105.0,1400156440106.0,1400156440107.0,,,,,,1.0,2.0,11.0,7.0,2.0,3.0,5.0,,,,,,24029,24035,24035,24035,24035,24029,24029,,,,,,-76.071071,-76.06625,-76.249332,-76.243703,-76.06625,-76.064999,-76.065776,,,,,,39.32201,39.045521,38.972392,38.967572,39.045521,39.213159,39.211195,,,,,,,1393.0,1388.0,1391.0,1393.0,,,,,,,,2.0,11.0,7.0,2.0,3.0,5.0,1.0,,,,,,24035,24035,24035,24035,24029,24029,24029,,,,,,-76.06625,-76.249332,-76.243703,-76.06625,-76.064999,-76.065776,-76.071071,,,,,,39.045521,38.972392,38.967572,39.045521,39.213159,39.211195,39.32201,,,,,,1393.0,1388.0,1391.0,1393.0,,,,,,,,,700.0,1114.0,1210.0,1308.0,1631.0,1840.0,1915.0,,,,,,751.0,1140.0,1218.0,1332.0,1713.0,1851.0,1938.0,,,,,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,,,,,51.0,26.0,8.0,24.0,42.0,11.0,23.0,,,,,,203.0,30.0,50.0,179.0,87.0,24.0,0.0,,,,,
140015644,14001564402,51.0,6.0,2.0,1.0,2.0,1.0,0.0,,,,0.0,10,24029,-76.071071,39.32201,1.0,1.0,2,0,2,4,6.0,1400156440201.0,1400156440202.0,1400156440203.0,1400156440204.0,1400156440205.0,1400156440206.0,,,,,,,1.0,2.0,2.0,2.0,8.0,5.0,,,,,,,24029,24029,24029,24029,24035,24035,,,,,,,-76.071071,-76.070072,-76.075495,-76.102642,-76.033996,-76.052479,,,,,,,39.32201,39.23011,39.213524,39.163651,39.196678,39.204693,,,,,,,,,,,1395.0,1395.0,,,,,,,2.0,2.0,2.0,8.0,5.0,1.0,,,,,,,24029,24029,24029,24035,24035,24029,,,,,,,-76.070072,-76.075495,-76.102642,-76.033996,-76.052479,-76.071071,,,,,,,39.23011,39.213524,39.163651,39.196678,39.204693,39.32201,,,,,,,,,,1395.0,1395.0,,,,,,,,745.0,838.0,915.0,1555.0,1643.0,1721.0,,,,,,,807.0,853.0,950.0,1625.0,1652.0,1835.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,22.0,15.0,35.0,30.0,9.0,74.0,,,,,,,31.0,22.0,365.0,18.0,29.0,0.0,,,,,,
140015647,14001564701,51.0,6.0,2.0,1.0,2.0,1.0,0.0,-76.230382,39.13349,,0.0,10,24029,-76.096051,39.27201,1.0,1.0,4,2,2,4,7.0,1400156470101.0,,,,,,,,,,,,1.0,,,,,,,,,,,,24029,,,,,,,,,,,,-76.096051,,,,,,,,,,,,39.27201,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,24029,,,,,,,,,,,,-76.230382,,,,,,,,,,,,39.13349,,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,1625.0,,,,,,,,,,,,4.0,,,,,,,,,,,,25.0,,,,,,,,,,,,0.0,,,,,,,,,,,
140015647,14001564702,18.0,5.0,1.0,1.0,2.0,1.0,6.0,,,,1.0,10,24029,-76.096051,39.27201,1.0,1.0,4,2,2,4,7.0,1400156470201.0,1400156470202.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,24029,24033,,,,,,,,,,,-76.096051,-76.862238,,,,,,,,,,,39.27201,38.946314,,,,,,,,,,,,2526.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,24033,24029,,,,,,,,,,,-76.862238,-76.096051,,,,,,,,,,,38.946314,39.27201,,,,,,,,,,,2526.0,,,,,,,,,,,,700.0,1630.0,,,,,,,,,,,800.0,1730.0,,,,,,,,,,,4.0,4.0,,,,,,,,,,,60.0,60.0,,,,,,,,,,,510.0,0.0,,,,,,,,,,
140015647,14001564703,48.0,6.0,1.0,1.0,2.0,1.0,0.0,-76.056069,39.163688,,0.0,10,24029,-76.096051,39.27201,1.0,1.0,4,2,2,4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
