household_id,person_id,age,age_group,gender,race_ethnicity,race_ethnicity_hispanic,license,employment_status,work_x_coord,work_y_coord,work_bmc_taz,student_status,area_type,home_state_county_fips,home_x_coord,home_y_coord,home_type,home_ownership,hhsize,numstudents,numworkers,numvehicle,hh_income_detailed,tripid-trip1,tripid-trip2,tripid-trip3,tripid-trip4,tripid-trip5,tripid-trip6,tripid-trip7,tripid-trip8,tripid-trip9,tripid-trip10,tripid-trip11,tripid-trip12,o_activity-trip1,o_activity-trip2,o_activity-trip3,o_activity-trip4,o_activity-trip5,o_activity-trip6,o_activity-trip7,o_activity-trip8,o_activity-trip9,o_activity-trip10,o_activity-trip11,o_activity-trip12,o_state_county_fips-trip1,o_state_county_fips-trip2,o_state_county_fips-trip3,o_state_county_fips-trip4,o_state_county_fips-trip5,o_state_county_fips-trip6,o_state_county_fips-trip7,o_state_county_fips-trip8,o_state_county_fips-trip9,o_state_county_fips-trip10,o_state_county_fips-trip11,o_state_county_fips-trip12,o_trip_x_coord-trip1,o_trip_x_coord-trip2,o_trip_x_coord-trip3,o_trip_x_coord-trip4,o_trip_x_coord-trip5,o_trip_x_coord-trip6,o_trip_x_coord-trip7,o_trip_x_coord-trip8,o_trip_x_coord-trip9,o_trip_x_coord-trip10,o_trip_x_coord-trip11,o_trip_x_coord-trip12,o_trip_y_coord-trip1,o_trip_y_coord-trip2,o_trip_y_coord-trip3,o_trip_y_coord-trip4,o_trip_y_coord-trip5,o_trip_y_coord-trip6,o_trip_y_coord-trip7,o_trip_y_coord-trip8,o_trip_y_coord-trip9,o_trip_y_coord-trip10,o_trip_y_coord-trip11,o_trip_y_coord-trip12,o_bmc_taz-trip1,o_bmc_taz-trip2,o_bmc_taz-trip3,o_bmc_taz-trip4,o_bmc_taz-trip5,o_bmc_taz-trip6,o_bmc_taz-trip7,o_bmc_taz-trip8,o_bmc_taz-trip9,o_bmc_taz-trip10,o_bmc_taz-trip11,o_bmc_taz-trip12,d_activity-trip1,d_activity-trip2,d_activity-trip3,d_activity-trip4,d_activity-trip5,d_activity-trip6,d_activity-trip7,d_activity-trip8,d_activity-trip9,d_activity-trip10,d_activity-trip11,d_activity-trip12,d_state_county_fips-trip1,d_state_county_fips-trip2,d_state_county_fips-trip3,d_state_county_fips-trip4,d_state_county_fips-trip5,d_state_county_fips-trip6,d_state_county_fips-trip7,d_state_county_fips-trip8,d_state_county_fips-trip9,d_state_county_fips-trip10,d_state_county_fips-trip11,d_state_county_fips-trip12,d_trip_x_coord-trip1,d_trip_x_coord-trip2,d_trip_x_coord-trip3,d_trip_x_coord-trip4,d_trip_x_coord-trip5,d_trip_x_coord-trip6,d_trip_x_coord-trip7,d_trip_x_coord-trip8,d_trip_x_coord-trip9,d_trip_x_coord-trip10,d_trip_x_coord-trip11,d_trip_x_coord-trip12,d_trip_y_coord-trip1,d_trip_y_coord-trip2,d_trip_y_coord-trip3,d_trip_y_coord-trip4,d_trip_y_coord-trip5,d_trip_y_coord-trip6,d_trip_y_coord-trip7,d_trip_y_coord-trip8,d_trip_y_coord-trip9,d_trip_y_coord-trip10,d_trip_y_coord-trip11,d_trip_y_coord-trip12,d_bmc_taz-trip1,d_bmc_taz-trip2,d_bmc_taz-trip3,d_bmc_taz-trip4,d_bmc_taz-trip5,d_bmc_taz-trip6,d_bmc_taz-trip7,d_bmc_taz-trip8,d_bmc_taz-trip9,d_bmc_taz-trip10,d_bmc_taz-trip11,d_bmc_taz-trip12,departure_time_hhmm-trip1,departure_time_hhmm-trip2,departure_time_hhmm-trip3,departure_time_hhmm-trip4,departure_time_hhmm-trip5,departure_time_hhmm-trip6,departure_time_hhmm-trip7,departure_time_hhmm-trip8,departure_time_hhmm-trip9,departure_time_hhmm-trip10,departure_time_hhmm-trip11,departure_time_hhmm-trip12,arrival_time_hhmm-trip1,arrival_time_hhmm-trip2,arrival_time_hhmm-trip3,arrival_time_hhmm-trip4,arrival_time_hhmm-trip5,arrival_time_hhmm-trip6,arrival_time_hhmm-trip7,arrival_time_hhmm-trip8,arrival_time_hhmm-trip9,arrival_time_hhmm-trip10,arrival_time_hhmm-trip11,arrival_time_hhmm-trip12,travel_mode-trip1,travel_mode-trip2,travel_mode-trip3,travel_mode-trip4,travel_mode-trip5,travel_mode-trip6,travel_mode-trip7,travel_mode-trip8,travel_mode-trip9,travel_mode-trip10,travel_mode-trip11,travel_mode-trip12,reported_travel_time-trip1,reported_travel_time-trip2,reported_travel_time-trip3,reported_travel_time-trip4,reported_travel_time-trip5,reported_travel_time-trip6,reported_travel_time-trip7,reported_travel_time-trip8,reported_travel_time-trip9,reported_travel_time-trip10,reported_travel_time-trip11,reported_travel_time-trip12,staying_time-trip1,staying_time-trip2,staying_time-trip3,staying_time-trip4,staying_time-trip5,staying_time-trip6,staying_time-trip7,staying_time-trip8,staying_time-trip9,staying_time-trip10,staying_time-trip11,staying_time-trip12
140000025,14000002501,72,7,2,1,2,1,0,-78.797315,39.655387,,0,10,24001,-78.770451,39.66705,1,1,2,0,1,2,4,1.4E+12,1.4E+12,,,,,,,,,,,1,2,,,,,,,,,,,24001,24001,,,,,,,,,,,-78.770451,-78.797315,,,,,,,,,,,39.66705,39.655387,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,24001,24001,,,,,,,,,,,-78.797315,-78.770451,,,,,,,,,,,39.655387,39.66705,,,,,,,,,,,,,,,,,,,,,,,858,1757,,,,,,,,,,,913,1809,,,,,,,,,,,4,4,,,,,,,,,,,15,12,,,,,,,,,,,524,0,,,,,,,,,,
140000025,14000002502,68,7,1,1,2,1,1,,,,0,10,24001,-78.770451,39.66705,1,1,2,0,1,2,4,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,,1,9,5,1,10,,,,,,,,24001,24001,24001,24001,24001,,,,,,,,-78.770451,-78.734424,-78.758605,-78.770451,-78.76978,,,,,,,,39.66705,39.641252,39.64607,39.66705,39.648941,,,,,,,,,,,,,,,,,,,,9,5,1,10,1,,,,,,,,24001,24001,24001,24001,24001,,,,,,,,-78.734424,-78.758605,-78.770451,-78.76978,-78.770451,,,,,,,,39.641252,39.64607,39.66705,39.648941,39.66705,,,,,,,,,,,,,,,,,,,,830,945,1020,1520,1545,,,,,,,,840,956,1027,1530,1600,,,,,,,,4,4,4,4,4,,,,,,,,10,11,7,10,15,,,,,,,,65,24,293,15,0,,,,,,,
140000034,14000003401,80,7,1,1,2,1,1,,,,0,10,24001,-78.733321,39.68527,1,1,1,0,0,1,,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,,,1,10,1,7,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.733321,-78.759527,-78.733321,-78.833588,,,,,,,,,39.68527,39.652224,39.68527,39.637223,,,,,,,,,,,,,,,,,,,,,10,1,7,1,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.759527,-78.733321,-78.833588,-78.733321,,,,,,,,,39.652224,39.68527,39.637223,39.68527,,,,,,,,,,,,,,,,,,,,,910,925,1110,1235,,,,,,,,,920,940,1125,1305,,,,,,,,,4,4,5,5,,,,,,,,,10,15,15,30,,,,,,,,,5,90,70,0,,,,,,,,
140000043,14000004301,53,6,1,1,2,1,0,,,,0,10,24001,-78.748341,39.66471,1,1,2,0,2,2,8,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,2,10,6,2,10,16,10,16,,,,,24001,24001,24001,24001,24001,24001,54057,24001,,,,,-78.748341,-78.765849,-78.745893,-78.748341,-78.837202,-78.751141,-78.798773,-78.751141,,,,,39.66471,39.656359,39.655023,39.66471,39.609037,39.641347,39.55962,39.641347,,,,,,,,,,,,,,,,,10,6,2,10,16,10,16,2,,,,,24001,24001,24001,24001,24001,54057,24001,24001,,,,,-78.765849,-78.745893,-78.748341,-78.837202,-78.751141,-78.798773,-78.751141,-78.748341,,,,,39.656359,39.655023,39.66471,39.609037,39.641347,39.55962,39.641347,39.66471,,,,,,,,,,,,,,,,,1007,1230,1255,1400,1425,1445,1535,1551,,,,,1016,1240,1300,1415,1435,1500,1550,1558,,,,,4,4,4,4,4,4,4,4,,,,,9,10,5,15,10,15,15,7,,,,,134,15,60,10,10,35,1,0,,,,
140000043,14000004302,60,6,2,1,2,2,0,,,,0,10,24001,-78.748341,39.66471,1,1,2,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000053,14000005301,78,7,1,1,2,1,1,,,,0,10,24001,-78.749951,39.64587,1,1,1,0,0,1,3,1.4E+12,1.4E+12,1.4E+12,,,,,,,,,,1,7,5,,,,,,,,,,24001,24001,24001,,,,,,,,,,-78.749951,-78.829139,-78.758605,,,,,,,,,,39.64587,39.639148,39.64607,,,,,,,,,,,,,,,,,,,,,,7,5,11,,,,,,,,,,24001,24001,24001,,,,,,,,,,-78.829139,-78.758605,-78.749951,,,,,,,,,,39.639148,39.64607,39.64587,,,,,,,,,,,,,,,,,,,,,,1410,1520,1635,,,,,,,,,,1445,1550,1647,,,,,,,,,,4,4,4,,,,,,,,,,35,30,12,,,,,,,,,,35,45,0,,,,,,,,,
140000054,14000005401,65,7,2,1,2,1,1,,,,0,10,24001,-78.743171,39.65411,1,1,2,0,0,2,5,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,1,10,1,6,1,1,,,,,,,24001,24001,24001,24001,24001,24001,,,,,,,-78.743171,-78.783726,-78.836738,-78.831527,-78.743171,-78.836738,,,,,,,39.65411,39.640382,39.634063,39.638038,39.65411,39.634063,,,,,,,,,,,,,,,,,,,10,1,6,1,1,1,,,,,,,24001,24001,24001,24001,24001,24001,,,,,,,-78.783726,-78.836738,-78.831527,-78.743171,-78.836738,-78.743171,,,,,,,39.640382,39.634063,39.638038,39.65411,39.634063,39.65411,,,,,,,,,,,,,,,,,,,1400,1413,1540,1549,1757,1830,,,,,,,1409,1421,1543,1600,1807,1840,,,,,,,4,4,4,4,4,4,,,,,,,9,8,3,11,10,10,,,,,,,4,79,6,117,23,0,,,,,,
140000054,14000005402,67,7,1,1,2,1,1,,,,0,10,24001,-78.743171,39.65411,1,1,2,0,0,2,5,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,,,1,9,1,10,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.743171,-78.732725,-78.743171,-78.836178,,,,,,,,,39.65411,39.647425,39.65411,39.605959,,,,,,,,,,,,,,,,,,,,,9,1,10,1,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.732725,-78.743171,-78.836178,-78.743171,,,,,,,,,39.647425,39.65411,39.605959,39.65411,,,,,,,,,,,,,,,,,,,,,1204,1254,1518,1706,,,,,,,,,1207,1257,1532,1717,,,,,,,,,4,4,4,4,,,,,,,,,3,3,14,11,,,,,,,,,47,141,94,0,,,,,,,,
140000061,14000006101,54,6,2,1,2,2,7,,,,0,10,24001,-78.756051,39.63965,1,2,1,0,0,0,1,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,,,1,7,10,5,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.756051,-78.764954,-78.762195,-78.760737,,,,,,,,,39.63965,39.6337,39.649249,39.653254,,,,,,,,,,,,,,,,,,,,,7,10,5,1,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.764954,-78.762195,-78.760737,-78.756051,,,,,,,,,39.6337,39.649249,39.653254,39.63965,,,,,,,,,,,,,,,,,,,,,1400,1600,1630,1800,,,,,,,,,1410,1610,1645,1810,,,,,,,,,5,5,5,5,,,,,,,,,10,10,15,10,,,,,,,,,110,20,75,0,,,,,,,,
140000063,14000006301,69,7,1,1,2,1,1,,,,0,10,24001,-78.751951,39.64001,1,1,2,0,0,2,5,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,12,10,5,5,1,7,,,,,,,24001,24001,24001,24001,24001,24001,,,,,,,-78.751951,-78.759654,-78.758605,-78.74926,-78.751951,-78.830333,,,,,,,39.64001,39.650119,39.64607,39.631172,39.64001,39.63754,,,,,,,,,,,,,,,,,,,10,5,5,1,7,12,,,,,,,24001,24001,24001,24001,24001,24001,,,,,,,-78.759654,-78.758605,-78.74926,-78.751951,-78.830333,-78.751951,,,,,,,39.650119,39.64607,39.631172,39.64001,39.63754,39.64001,,,,,,,,,,,,,,,,,,,1000,1015,1045,1115,1630,1800,,,,,,,1010,1020,1100,1125,1645,1815,,,,,,,4,4,4,4,5,5,,,,,,,10,5,15,10,15,15,,,,,,,5,25,15,305,75,0,,,,,,
140000063,14000006302,70,7,2,1,2,1,1,,,,0,10,24001,-78.751951,39.64001,1,1,2,0,0,2,5,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,,,,,,,,1,14,1,7,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-78.751951,-79.005959,-78.751951,-78.830333,,,,,,,,,39.64001,39.5214,39.64001,39.63754,,,,,,,,,,,,,,,,,,,,,14,1,7,12,,,,,,,,,24001,24001,24001,24001,,,,,,,,,-79.005959,-78.751951,-78.830333,-78.751951,,,,,,,,,39.5214,39.64001,39.63754,39.64001,,,,,,,,,,,,,,,,,,,,,900,1100,1630,1800,,,,,,,,,930,1130,1645,1815,,,,,,,,,4,4,4,4,,,,,,,,,30,30,15,15,,,,,,,,,90,300,75,0,,,,,,,,
140000071,14000007101,34,5,1,1,2,1,3,,,,0,10,24001,-78.759581,39.6401,1,1,4,2,1,2,4,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,1.4E+12,,1,5,3,1,16,1,16,1,16,1,9,,24001,24001,24001,24001,24001,24001,24001,24001,24001,24001,54057,,-78.759581,-78.835174,-78.765774,-78.759581,-78.765774,-78.759581,-78.765774,-78.759581,-78.765774,-78.759581,-78.774463,,39.6401,39.624947,39.625627,39.6401,39.625627,39.6401,39.625627,39.6401,39.625627,39.6401,39.641477,,,,,,,,,,,,,,5,3,1,16,1,16,1,16,1,9,1,,24001,24001,24001,24001,24001,24001,24001,24001,24001,54057,24001,,-78.835174,-78.765774,-78.759581,-78.765774,-78.759581,-78.765774,-78.759581,-78.765774,-78.759581,-78.774463,-78.759581,,39.624947,39.625627,39.6401,39.625627,39.6401,39.625627,39.6401,39.625627,39.6401,39.641477,39.6401,,,,,,,,,,,,,,617,656,803,818,846,1114,1133,1440,1510,1613,1705,,628,703,807,828,856,1124,1140,1448,1517,1624,1715,,4,4,4,4,4,4,4,4,4,4,4,,11,7,4,10,10,10,7,8,7,11,10,,28,60,11,18,138,9,180,22,56,41,0,
